filename,transcription
03-01-05-01-02-01-01.wav,dogs are sitting by the door
03-01-05-01-02-01-02.wav,dogs are sitting by the door
03-01-05-01-02-01-03.wav,dogs are sitting by the door
03-01-05-01-02-01-04.wav,dogs are sitting by the door
03-01-05-01-02-01-05.wav,dogs are sitting by the door
03-01-05-01-02-01-20.wav,dogs are sitting by the door
03-01-05-01-02-01-21.wav,dogs are sitting by the door
03-01-05-01-02-01-22.wav,dogs are sitting by the door
03-01-05-01-02-01-23.wav,dogs are sitting by the door
03-01-05-01-02-01-24.wav,dogs are sitting by the door
03-01-05-01-02-02-01.wav,dogs are sitting by the door
03-01-05-01-02-02-02.wav,dogs are sitting by the door
03-01-05-01-02-02-03.wav,dogs are sitting by the door
03-01-05-01-02-02-04.wav,dogs are sitting by the door
03-01-05-01-02-02-05.wav,dogs are sitting by the door
03-01-05-01-02-02-20.wav,dogs are sitting by the door
03-01-05-01-02-02-21.wav,dogs are sitting by the door
03-01-05-01-02-02-22.wav,dogs are sitting by the door
03-01-05-01-02-02-23.wav,dogs are sitting by the door
03-01-05-01-02-02-24.wav,dogs are sitting by the door
03-01-05-02-01-01-01.wav,kids are talking by the door
03-01-05-02-01-01-02.wav,kids are talking by the door
03-01-05-02-01-01-03.wav,kids are talking by the door
03-01-05-02-01-01-04.wav,kids are talking by the door
03-01-05-02-01-01-05.wav,kids are talking by the door
03-01-05-02-01-01-20.wav,kids are talking by the door
03-01-05-02-01-01-21.wav,kids are talking by the door
03-01-05-02-01-01-22.wav,kids are talking by the door
03-01-05-02-01-01-23.wav,kids are talking by the door
03-01-05-02-01-01-24.wav,kids are talking by the door
03-01-05-02-01-02-01.wav,kids are talking by the door
03-01-05-02-01-02-02.wav,kids are talking by the door
03-01-05-02-01-02-03.wav,kids are talking by the door
03-01-05-02-01-02-04.wav,kids are talking about the door
03-01-05-02-01-02-05.wav,kids are talking by the door
03-01-05-02-01-02-20.wav,kids are talking by the door
03-01-05-02-01-02-21.wav,kids are talking by the door
03-01-05-02-01-02-22.wav,kids are talking by the door
03-01-05-02-01-02-23.wav,kids are talking by the door
03-01-05-02-01-02-24.wav,kids are talking by the door
03-01-05-02-02-01-01.wav,dogs are sitting by the door
03-01-05-02-02-01-02.wav,dogs are sitting by the door
03-01-05-02-02-01-03.wav,dogs are sitting by the door
03-01-05-02-02-01-04.wav,dogs are sitting by the door
03-01-05-02-02-01-05.wav,dogs are sitting by the door
03-01-05-02-02-01-20.wav,the dogs are sitting by the door
03-01-05-02-02-01-21.wav,dogs are sitting by the door
03-01-05-02-02-01-22.wav,dogs are sitting by the door
03-01-05-02-02-01-23.wav,dogs are sitting by the door
03-01-05-02-02-01-24.wav,dogs are sitting by the door
03-01-05-02-02-02-01.wav,dogs are sitting by the door
03-01-05-02-02-02-02.wav,dogs are sitting by the door
03-01-05-02-02-02-03.wav,dogs are sitting by the door
03-01-05-02-02-02-04.wav,dogs are sitting by the door
03-01-05-02-02-02-05.wav,dogs are sitting by the door
03-01-05-02-02-02-20.wav,dogs are sitting by the door
03-01-05-02-02-02-21.wav,dogs are sitting by the door
03-01-05-02-02-02-22.wav,dogs are sitting by the door
03-01-05-02-02-02-23.wav,dogs are sitting by the door
03-01-05-02-02-02-24.wav,dogs are sitting by the door
03-01-06-01-01-01-01.wav,kids are talking by the door
03-01-06-01-01-01-02.wav,kids are talking by the door
03-01-06-01-01-01-03.wav,kids are talking by the door
03-01-06-01-01-01-04.wav,kids are talking by the door
03-01-06-01-01-01-05.wav,kids are talking by the door
03-01-06-01-01-01-20.wav,kids are talking by the door
03-01-06-01-01-01-21.wav,kids are talking by the door
03-01-06-01-01-01-22.wav,kids are talking by the door
03-01-06-01-01-01-23.wav,kids are talking by the door
03-01-06-01-01-01-24.wav,kids are talking by the door
03-01-06-01-01-02-01.wav,kids are talking by the door
03-01-06-01-01-02-02.wav,kids are talking by the door
03-01-06-01-01-02-03.wav,the kids are talking by the door
03-01-06-01-01-02-04.wav,kids are talking by the door
03-01-06-01-01-02-05.wav,kids are talking by the door
03-01-06-01-01-02-20.wav,kids are talking by the door
03-01-06-01-01-02-21.wav,kids are talking by the door
03-01-06-01-01-02-22.wav,kids are talking by the door
03-01-06-01-01-02-23.wav,kids are talking by the door
03-01-06-01-01-02-24.wav,kids are talking by the door
03-01-06-01-02-01-01.wav,dogs are sitting by the door
03-01-06-01-02-01-02.wav,dogs are sitting by the door
03-01-06-01-02-01-03.wav,the dogs are sitting by the door
03-01-06-01-02-01-04.wav,dogs are sitting by the door
03-01-06-01-02-01-05.wav,dogs are sitting by the door
03-01-06-01-02-01-20.wav,dogs are sitting by the door
03-01-06-01-02-01-21.wav,dogs are sitting behind the door
03-01-06-01-02-01-22.wav,dogs are sitting by the door
03-01-06-01-02-01-23.wav,dogs are sitting by the door
03-01-06-01-02-01-24.wav,dogs are sitting by the door
03-01-06-01-02-02-01.wav,dogs are sitting by the door
03-01-06-01-02-02-02.wav,dogs are sitting by the door
03-01-06-01-02-02-03.wav,dogs are sitting by the door
03-01-06-01-02-02-04.wav,dogs are sitting by the door
03-01-06-01-02-02-05.wav,dogs are sitting by the door
03-01-06-01-02-02-20.wav,dogs are sitting by the door
03-01-06-01-02-02-21.wav,dogs are sitting by the door
03-01-06-01-02-02-22.wav,dogs are sitting by the door
03-01-06-01-02-02-23.wav,dogs are sitting by the door
03-01-06-01-02-02-24.wav,dogs are sitting by the door
03-01-06-02-01-01-01.wav,kids talking by the door
03-01-06-02-01-01-02.wav,kids are talking by the tour
03-01-06-02-01-01-03.wav,kids are talking by the door
03-01-06-02-01-01-04.wav,kids are talking by the door
03-01-06-02-01-01-05.wav,kids are talking by the door
03-01-06-02-01-01-20.wav,kids are talking by the door
03-01-06-02-01-01-21.wav,kids are talking by the door
03-01-06-02-01-01-22.wav,kids are talking by the door
03-01-06-02-01-01-23.wav,kids are talking by the door
03-01-06-02-01-01-24.wav,kids are talking by the door
03-01-06-02-01-02-01.wav,kids are talking by the door
03-01-06-02-01-02-02.wav,kids are talking by the door
03-01-06-02-01-02-03.wav,the kids are talking by the door
03-01-06-02-01-02-04.wav,kids are talking about the door
03-01-06-02-01-02-05.wav,kids are talking by the door
03-01-06-02-01-02-20.wav,[Unintelligible]
03-01-06-02-01-02-21.wav,kids are talking by the door
03-01-06-02-01-02-22.wav,kids are talking by the door
03-01-06-02-01-02-23.wav,kids are talking by the door
03-01-06-02-01-02-24.wav,kids are talking by the door
03-01-06-02-02-01-01.wav,dogs are sitting by the door
03-01-06-02-02-01-02.wav,dogs are sitting by the door
03-01-06-02-02-01-03.wav,dogs are sitting by the door
03-01-06-02-02-01-04.wav,dogs are sitting by the door
03-01-06-02-02-01-05.wav,dogs are sitting by the door
03-01-06-02-02-01-20.wav,[Unintelligible]
03-01-06-02-02-01-21.wav,dogs are sitting by the door
03-01-06-02-02-01-22.wav,dogs are sitting by the door
03-01-06-02-02-01-23.wav,dogs are sitting by the door
03-01-06-02-02-01-24.wav,dogs are sitting by the door
03-01-06-02-02-02-01.wav,dogs are sitting by the door
03-01-06-02-02-02-02.wav,dogs are sitting by the door
03-01-06-02-02-02-03.wav,dogs are sitting by the door
03-01-06-02-02-02-04.wav,dogs are sitting by the door
03-01-06-02-02-02-05.wav,dogs are sitting by the door
03-01-06-02-02-02-20.wav,[Unintelligible]
03-01-06-02-02-02-21.wav,dogs are sitting by the door
03-01-06-02-02-02-22.wav,dogs are sitting by the door
03-01-06-02-02-02-23.wav,dogs are sitting by the door
03-01-06-02-02-02-24.wav,dogs are sitting by the door
03-01-07-01-01-01-01.wav,kids are talking by the door
03-01-07-01-01-01-02.wav,kids are talking by the door
03-01-07-01-01-01-03.wav,kids are talking by the door
03-01-07-01-01-01-04.wav,kids are talking by the door
03-01-07-01-01-01-05.wav,kids are talking by the door
03-01-07-01-01-01-20.wav,kids are talking by the door
03-01-07-01-01-01-21.wav,kids are talking by the door
03-01-07-01-01-01-22.wav,kids are talking by the door
03-01-07-01-01-01-23.wav,kids are talking by the door
03-01-07-01-01-01-24.wav,kids are talking by the door
03-01-07-01-01-02-01.wav,kids are talking by the door
03-01-07-01-01-02-02.wav,kids are talking by the door
03-01-07-01-01-02-03.wav,kids are talking by the door
03-01-07-01-01-02-04.wav,kids are talking about the door
03-01-07-01-01-02-05.wav,kids are talking by the door
03-01-07-01-01-02-20.wav,[Unintelligible]
03-01-07-01-01-02-21.wav,kids are talking by the door
03-01-07-01-01-02-22.wav,kids are talking by the door
03-01-07-01-01-02-23.wav,kids are talking by the door
03-01-07-01-01-02-24.wav,kids are talking by the door
03-01-07-01-02-01-01.wav,dogs are sitting by the door
03-01-07-01-02-01-02.wav,dogs are sitting by the door
03-01-07-01-02-01-03.wav,dogs are sitting by the door
03-01-07-01-02-01-04.wav,dogs are sitting by the door
03-01-07-01-02-01-05.wav,dogs are sitting by the door
03-01-07-01-02-01-20.wav,dogs are sitting by the door
03-01-07-01-02-01-21.wav,dogs are sitting by the door
03-01-07-01-02-01-22.wav,dogs are sitting by the door
03-01-07-01-02-01-23.wav,dogs are sitting by the door
03-01-07-01-02-01-24.wav,dogs are sitting by the door
03-01-07-01-02-02-01.wav,dogs are sitting by the door
03-01-07-01-02-02-02.wav,dogs are sitting by the door
03-01-07-01-02-02-03.wav,dogs are sitting by the door
03-01-07-01-02-02-04.wav,dogs are sitting by the door
03-01-07-01-02-02-05.wav,dogs are sitting by the door
03-01-07-01-02-02-20.wav,dogs are sitting by the door
03-01-07-01-02-02-21.wav,dogs are sitting by the door
03-01-07-01-02-02-22.wav,dogs are sitting by the door
03-01-07-01-02-02-23.wav,dogs are sitting by the door
03-01-07-01-02-02-24.wav,dogs are sitting by the door
03-01-07-02-01-01-01.wav,kids are talking by the door
03-01-07-02-01-01-02.wav,kids are talking by the door
03-01-07-02-01-01-03.wav,kids are talking about the door
03-01-07-02-01-01-04.wav,kids are talking by the door
03-01-07-02-01-01-05.wav,kids are talking by the door
03-01-07-02-01-01-20.wav,kids are talking by the door
03-01-07-02-01-01-21.wav,kids are talking by the door
03-01-07-02-01-01-22.wav,kids are talking by the door
03-01-07-02-01-01-23.wav,kids are talking by the door
03-01-07-02-01-01-24.wav,kids are talking by the door
03-01-07-02-01-02-01.wav,kids are talking by the door
03-01-07-02-01-02-02.wav,kids are talking by the door
03-01-07-02-01-02-03.wav,kids are talking by the door
03-01-07-02-01-02-04.wav,kids are talking by the door
03-01-07-02-01-02-05.wav,kids are talking by the door
03-01-07-02-01-02-20.wav,kids talking by the door
03-01-07-02-01-02-21.wav,kids are talking by the door
03-01-07-02-01-02-22.wav,kids are talking by the door
03-01-07-02-01-02-23.wav,kids are talking by the door
03-01-07-02-01-02-24.wav,kids are talking by the door
03-01-07-02-02-01-01.wav,dogs are sitting by the door
03-01-07-02-02-01-02.wav,dogs are sitting by the door
03-01-07-02-02-01-03.wav,dogs are sitting by the door
03-01-07-02-02-01-04.wav,dogs are sitting by the door
03-01-07-02-02-01-05.wav,dogs are sitting by the door
03-01-07-02-02-01-20.wav,dogs sitting by the door
03-01-07-02-02-01-21.wav,dogs are sitting by the door
03-01-07-02-02-01-22.wav,dogs are sitting by the door
03-01-07-02-02-01-23.wav,dogs are sitting by the door
03-01-07-02-02-01-24.wav,dogs are sitting by the door
03-01-07-02-02-02-01.wav,dogs are sitting by the door
03-01-07-02-02-02-02.wav,dogs are sitting by the door
03-01-07-02-02-02-03.wav,dogs are sitting by the door
03-01-07-02-02-02-04.wav,dogs are sitting by the door
03-01-07-02-02-02-05.wav,dogs are sitting by the door
03-01-07-02-02-02-20.wav,dogs are sitting by the door
03-01-07-02-02-02-21.wav,dogs are sitting by the door
03-01-07-02-02-02-22.wav,dogs are sitting by the door
03-01-07-02-02-02-23.wav,dogs are sitting by the door
03-01-07-02-02-02-24.wav,dogs are sitting by the door
03-01-08-01-01-01-01.wav,kids are talking by the door
03-01-08-01-01-01-02.wav,kids are talking by the door
03-01-08-01-01-01-03.wav,kids are talking by the door
03-01-08-01-01-01-04.wav,kids are talking by the door
03-01-08-01-01-01-05.wav,kids are talking by the door
03-01-08-01-01-01-20.wav,kids are talking by the door
03-01-08-01-01-01-21.wav,kids are talking by the door
03-01-08-01-01-01-22.wav,kids are talking by the door
03-01-08-01-01-01-23.wav,kids are talking by the door
03-01-08-01-01-01-24.wav,kids are talking by the door
03-01-08-01-01-02-01.wav,kids are talking by the door
03-01-08-01-01-02-02.wav,kids are talking by the door
03-01-08-01-01-02-03.wav,kids are talking by the door
03-01-08-01-01-02-04.wav,kids are talking by the door
03-01-08-01-01-02-05.wav,kids are talking by the door
03-01-08-01-01-02-20.wav,kids are talking by the door
03-01-08-01-01-02-21.wav,kids are talking by the door
03-01-08-01-01-02-22.wav,kids are talking by the door
03-01-08-01-01-02-23.wav,kids are talking by the door
03-01-08-01-01-02-24.wav,kids are talking by the door
03-01-08-01-02-01-01.wav,dogs are sitting by the door
03-01-08-01-02-01-02.wav,dogs are sitting by the door
03-01-08-01-02-01-03.wav,dogs are sitting by the door
03-01-08-01-02-01-04.wav,dogs are sitting by the door
03-01-08-01-02-01-05.wav,dogs are sitting by the door
03-01-08-01-02-01-20.wav,dogs are sitting by the door
03-01-08-01-02-01-21.wav,dogs are sitting by the door
03-01-08-01-02-01-22.wav,dogs are sitting by the door
03-01-08-01-02-01-23.wav,dogs are sitting by the door
03-01-08-01-02-01-24.wav,dogs are sitting by the door
03-01-08-01-02-02-01.wav,dogs are sitting by the door
03-01-08-01-02-02-02.wav,dogs are sitting by the door
03-01-08-01-02-02-03.wav,dogs are sitting by the door
03-01-08-01-02-02-04.wav,dogs are sitting by the door
03-01-08-01-02-02-05.wav,dogs are sitting by the door
03-01-08-01-02-02-20.wav,dogs are sitting by the door
03-01-08-01-02-02-21.wav,dogs are sitting by the door
03-01-08-01-02-02-22.wav,dogs are sitting by the door
03-01-08-01-02-02-23.wav,dogs are sitting by the door
03-01-08-01-02-02-24.wav,dogs are sitting by the door
03-01-08-02-01-01-01.wav,kids are talking by the door
03-01-08-02-01-01-02.wav,kids are talking by the door
03-01-08-02-01-01-03.wav,kids are talking by the door
03-01-08-02-01-01-04.wav,a kids are talking about the door
03-01-08-02-01-01-05.wav,kids are talking by the door
03-01-08-02-01-01-20.wav,kids are talking by the door
03-01-08-02-01-01-21.wav,kids are talking by the door
03-01-08-02-01-01-22.wav,kids are talking by the door
03-01-08-02-01-01-23.wav,kids are talking by the door
03-01-08-02-01-01-24.wav,kids are talking by the door
03-01-08-02-01-02-01.wav,kids are talking by the door
03-01-08-02-01-02-02.wav,kids are talking by the door
03-01-08-02-01-02-03.wav,kids are talking by the door
03-01-08-02-01-02-04.wav,kids are talking by the door
03-01-08-02-01-02-05.wav,kids are talking by the door
03-01-08-02-01-02-20.wav,kids are talking by the door
03-01-08-02-01-02-21.wav,kids are talking by the door
03-01-08-02-01-02-22.wav,kids are talking by the door
03-01-08-02-01-02-23.wav,kids are talking by the door
03-01-08-02-01-02-24.wav,kids are talking by the door
03-01-08-02-02-01-01.wav,dogs are sitting by the door
03-01-08-02-02-01-02.wav,dogs are sitting by the door
03-01-08-02-02-01-03.wav,dogs are sitting by the door
03-01-08-02-02-01-04.wav,dogs are sitting by the door
03-01-08-02-02-01-05.wav,dogs are sitting by the door
03-01-08-02-02-01-20.wav,dogs are sitting by the door
03-01-08-02-02-01-21.wav,dogs are sitting by the door
03-01-08-02-02-01-22.wav,dogs are sitting by the door
03-01-08-02-02-01-23.wav,dogs are sitting by the door
03-01-08-02-02-01-24.wav,dogs are sitting by the door
03-01-08-02-02-02-01.wav,dogs are sitting by the door
03-01-08-02-02-02-02.wav,dogs are sitting by the door
03-01-08-02-02-02-03.wav,dogs are sitting by the door
03-01-08-02-02-02-04.wav,dogs are sitting by the door
03-01-08-02-02-02-05.wav,dogs are sitting by the door
03-01-08-02-02-02-20.wav,dogs are sitting by the door
03-01-08-02-02-02-21.wav,dogs are sitting by the door
03-01-08-02-02-02-22.wav,dogs are sitting by the door
03-01-08-02-02-02-23.wav,dogs are sitting by the door
03-01-08-02-02-02-24.wav,dogs are sitting by the door
mic_recording-Apr_28-11h_14m.wav,hello how are you
